Training Iteration	Loss
1	0.0
2	0.0
3	0.0
4	0.0
5	0.17832105222823363
6	0.46273653860312175
7	0.5701877714946151
8	0.6335125913148025
9	0.6300304830060702
10	0.6296292323978618
11	0.6315513015414356
12	0.6337098127056059
13	0.6464417283582987
14	0.6554615782065648
15	0.6616687157327729
16	0.6604593809933669
17	0.6651323734024335
18	0.661223122228869
19	0.6628295611000213
20	0.6634041480058737
21	0.6652099570552711
22	0.6667117300377988
23	0.6676365986976354
24	0.6667061805162322
25	0.6682285065042223
26	0.6689399228243367
27	0.671080002234385
28	0.6722355919786055
29	0.6732389131407245
30	0.6719067963027746
31	0.6723223038964221
32	0.6748840807794577
33	0.6720018065051917
34	0.673647949773225
35	0.6744126519604544
36	0.6750775224650157
37	0.6747714769215261
38	0.6751708088041671
39	0.6756697476105313
40	0.6760559140362591
41	0.6768543600347157
42	0.6764981118030134
43	0.6767430894413817
44	0.6769952782026052
45	0.6767932097767128
46	0.6769206874148005
47	0.6767694057243994
48	0.6767645520638176
49	0.6765452977085857
50	0.6765097521568344
51	0.6766673948370774
52	0.6762377895899581
53	0.6765069661273131
54	0.6766335970016465
55	0.6773705250562102
56	0.6772849189746112
57	0.6773099534219553
58	0.6771007732383147
59	0.6770033076520433
60	0.6769664311218369
61	0.6768542141845713
62	0.6769400063488241
63	0.6771173654906102
64	0.6774708430446928
65	0.6774009993828277
66	0.6773204604706534
67	0.6773246915686982
68	0.6771857694107308
69	0.6774645208627164
70	0.6773619516708097
71	0.6775263547144584
72	0.6773431447209698
73	0.6774430689504761
74	0.6778499002461137
75	0.6779154050260162
76	0.6779921330011021
77	0.6779260802151074
78	0.6778446976991408
79	0.677948428149253
80	0.6779158376332172
81	0.6781647688081022
82	0.6779229981525563
83	0.6781487321604429
84	0.6779378977165434
85	0.6782143023957808
86	0.6780120168805018
87	0.6779706496223619
88	0.6778803418251201
89	0.6780267550360723
90	0.6779786473106842
91	0.6780226343441462
92	0.67800967564792
93	0.6781242675855406
94	0.6780816927414862
95	0.6782546731960262
96	0.6779060278351331
97	0.678083845919608
98	0.6781774899589198
99	0.6783702976218191
100	0.6782761513121958
101	0.678093726602558
102	0.6780168529907686
103	0.6780883141627723
104	0.6781796329904376
105	0.6780674100712957
106	0.6780177412950918
107	0.6780760842862624
108	0.6782221654092574
109	0.6781417749512413
110	0.678185030310635
111	0.6781559565929028
112	0.6782194988663828
113	0.6782904013871507
114	0.6782976372493662
115	0.6783586435325509
116	0.6783616983208348
117	0.6784150736880553
118	0.6783883132367734
119	0.6784313775422047
120	0.6784493081545425
121	0.6784080935901986
122	0.6784298053609603
123	0.6783716956412985
124	0.6783477962552812
125	0.6783788277155458
126	0.6783463970316403
127	0.678421210790402
128	0.678422784812312
129	0.6784963016729773
130	0.6784238881914288
131	0.6784996117413128
132	0.6785312378037935
133	0.6784440681411117
134	0.6784176281744257
135	0.6784290849465979
136	0.6784201235310767
137	0.6784395733349934
